tx_id,address,entity_type,value_btc,fee_btc,in_degree,out_degree,timestamp
tx_1526,addr_214,Trader,3.7244,0.00428,10,17,2020-03-04 13:00:00
tx_1527,addr_194,Miner,1.1288,0.00237,15,3,2020-03-04 14:00:00
tx_1528,addr_320,Miner,0.953,0.00208,15,19,2020-03-04 15:00:00
tx_1529,addr_224,Miner,4.9316,0.00047,10,1,2020-03-04 16:00:00
tx_1530,addr_14,Miner,0.5785,0.00647,7,1,2020-03-04 17:00:00
tx_1531,addr_198,Mixer,3.7185,0.0027,3,9,2020-03-04 18:00:00
tx_1532,addr_498,Hodler,1.3234,0.00062,2,5,2020-03-04 19:00:00
tx_1533,addr_13,Exchange,1.4435,0.00239,6,7,2020-03-04 20:00:00
tx_1534,addr_477,Trader,0.7377,0.00804,9,6,2020-03-04 21:00:00
tx_1535,addr_273,Mixer,1.7021,0.00853,10,17,2020-03-04 22:00:00
tx_1536,addr_216,Exchange,0.7867,0.00488,4,17,2020-03-04 23:00:00
tx_1537,addr_478,Mixer,0.0801,0.00422,3,13,2020-03-05 00:00:00
tx_1538,addr_346,Mixer,0.6349,0.00978,9,12,2020-03-05 01:00:00
tx_1539,addr_221,Trader,0.0128,0.00209,17,4,2020-03-05 02:00:00
tx_1540,addr_404,Hodler,7.6659,0.00223,14,8,2020-03-05 03:00:00
tx_1541,addr_271,Miner,6.748,0.00299,10,5,2020-03-05 04:00:00
tx_1542,addr_154,Hodler,1.0056,0.00181,13,5,2020-03-05 05:00:00
tx_1543,addr_453,Trader,2.6066,0.00386,12,13,2020-03-05 06:00:00
tx_1544,addr_81,Trader,0.8487,0.00912,1,11,2020-03-05 07:00:00
tx_1545,addr_51,Trader,2.224,0.00619,19,8,2020-03-05 08:00:00
tx_1546,addr_207,Exchange,3.2739,0.00418,19,8,2020-03-05 09:00:00
tx_1547,addr_193,Hodler,5.8657,0.00935,6,1,2020-03-05 10:00:00
tx_1548,addr_96,Hodler,1.0224,0.00058,13,13,2020-03-05 11:00:00
tx_1549,addr_200,Mixer,3.0585,0.00218,19,5,2020-03-05 12:00:00
tx_1550,addr_246,Mixer,0.6183,0.0057,13,8,2020-03-05 13:00:00
tx_1551,addr_367,Mixer,9.2779,0.00619,4,17,2020-03-05 14:00:00
tx_1552,addr_341,Trader,0.0522,0.00049,2,13,2020-03-05 15:00:00
tx_1553,addr_10,Hodler,1.8503,0.00409,15,9,2020-03-05 16:00:00
tx_1554,addr_421,Trader,2.1547,0.00653,12,2,2020-03-05 17:00:00
tx_1555,addr_431,Exchange,2.3298,0.00701,7,19,2020-03-05 18:00:00
tx_1556,addr_321,Mixer,0.2565,0.00642,18,17,2020-03-05 19:00:00
tx_1557,addr_113,Trader,5.5784,0.00327,13,7,2020-03-05 20:00:00
tx_1558,addr_387,Trader,0.3998,0.00103,17,3,2020-03-05 21:00:00
tx_1559,addr_389,Exchange,1.9497,0.00433,4,19,2020-03-05 22:00:00
tx_1560,addr_137,Miner,0.5038,0.00137,14,19,2020-03-05 23:00:00
tx_1561,addr_92,Hodler,0.7341,0.00948,13,9,2020-03-06 00:00:00
tx_1562,addr_131,Miner,1.5813,0.0048,3,10,2020-03-06 01:00:00
tx_1563,addr_8,Mixer,1.0798,0.00324,18,14,2020-03-06 02:00:00
tx_1564,addr_295,Trader,0.3492,0.00769,14,18,2020-03-06 03:00:00
tx_1565,addr_12,Exchange,0.3749,0.00503,15,15,2020-03-06 04:00:00
tx_1566,addr_269,Exchange,1.0831,0.00317,3,1,2020-03-06 05:00:00
tx_1567,addr_337,Hodler,2.8317,0.00814,1,6,2020-03-06 06:00:00
tx_1568,addr_486,Miner,4.5649,0.00868,17,15,2020-03-06 07:00:00
tx_1569,addr_201,Hodler,0.1758,0.00676,3,6,2020-03-06 08:00:00
tx_1570,addr_114,Trader,0.9988,0.00056,14,18,2020-03-06 09:00:00
tx_1571,addr_42,Hodler,0.2113,0.00571,3,1,2020-03-06 10:00:00
tx_1572,addr_216,Exchange,0.0335,0.00766,13,3,2020-03-06 11:00:00
tx_1573,addr_211,Exchange,2.1678,0.00145,15,17,2020-03-06 12:00:00
tx_1574,addr_28,Mixer,1.8449,0.00236,18,16,2020-03-06 13:00:00
tx_1575,addr_62,Mixer,0.3559,0.00884,14,8,2020-03-06 14:00:00
tx_1576,addr_479,Trader,0.5327,0.0003,3,17,2020-03-06 15:00:00
tx_1577,addr_67,Miner,0.048,0.00755,19,8,2020-03-06 16:00:00
tx_1578,addr_424,Hodler,3.603,0.00479,8,17,2020-03-06 17:00:00
tx_1579,addr_306,Trader,7.3532,0.00452,4,9,2020-03-06 18:00:00
tx_1580,addr_449,Mixer,0.2911,0.00017,4,12,2020-03-06 19:00:00
tx_1581,addr_55,Hodler,0.5266,0.00821,19,19,2020-03-06 20:00:00
tx_1582,addr_248,Mixer,4.0561,0.00366,11,4,2020-03-06 21:00:00
tx_1583,addr_112,Hodler,5.22,0.00545,1,11,2020-03-06 22:00:00
tx_1584,addr_367,Miner,1.0882,0.00681,8,4,2020-03-06 23:00:00
tx_1585,addr_408,Trader,0.1039,0.00706,15,14,2020-03-07 00:00:00
tx_1586,addr_322,Hodler,0.0804,0.00956,1,14,2020-03-07 01:00:00
tx_1587,addr_333,Exchange,1.7064,0.00536,7,6,2020-03-07 02:00:00
tx_1588,addr_106,Exchange,0.9981,0.00406,11,17,2020-03-07 03:00:00
tx_1589,addr_116,Hodler,0.0581,0.00954,14,2,2020-03-07 04:00:00
tx_1590,addr_134,Hodler,1.7505,0.00646,16,8,2020-03-07 05:00:00
tx_1591,addr_88,Hodler,0.0227,0.00305,14,4,2020-03-07 06:00:00
tx_1592,addr_217,Exchange,3.0964,0.00135,12,10,2020-03-07 07:00:00
tx_1593,addr_68,Exchange,0.7318,0.00844,17,7,2020-03-07 08:00:00
tx_1594,addr_420,Hodler,0.0822,0.00369,14,4,2020-03-07 09:00:00
tx_1595,addr_43,Mixer,1.7752,0.00664,10,16,2020-03-07 10:00:00
tx_1596,addr_162,Mixer,1.0139,0.00476,14,14,2020-03-07 11:00:00
tx_1597,addr_262,Miner,7.284,0.00207,18,16,2020-03-07 12:00:00
tx_1598,addr_473,Trader,1.5714,0.00606,9,9,2020-03-07 13:00:00
tx_1599,addr_354,Mixer,0.6438,0.0007,17,4,2020-03-07 14:00:00
tx_1600,addr_473,Exchange,2.4719,0.00419,6,6,2020-03-07 15:00:00
tx_1601,addr_48,Mixer,0.6335,0.00551,8,1,2020-03-07 16:00:00
tx_1602,addr_223,Miner,4.6919,0.00442,13,7,2020-03-07 17:00:00
tx_1603,addr_288,Miner,0.9391,0.00751,18,1,2020-03-07 18:00:00
tx_1604,addr_34,Trader,1.5964,0.0083,5,19,2020-03-07 19:00:00
tx_1605,addr_127,Mixer,0.1038,0.00774,6,8,2020-03-07 20:00:00
tx_1606,addr_184,Exchange,1.1107,0.00048,19,3,2020-03-07 21:00:00
tx_1607,addr_116,Exchange,3.5719,0.00202,4,1,2020-03-07 22:00:00
tx_1608,addr_279,Hodler,3.2762,0.00541,7,1,2020-03-07 23:00:00
tx_1609,addr_373,Exchange,0.508,0.00935,4,7,2020-03-08 00:00:00
tx_1610,addr_117,Trader,0.5126,0.00837,11,13,2020-03-08 01:00:00
tx_1611,addr_181,Trader,3.3999,0.00844,12,1,2020-03-08 02:00:00
tx_1612,addr_16,Exchange,5.3299,0.0031,14,16,2020-03-08 03:00:00
tx_1613,addr_167,Exchange,0.2004,0.00435,13,14,2020-03-08 04:00:00
tx_1614,addr_459,Hodler,1.1959,0.00476,10,4,2020-03-08 05:00:00
tx_1615,addr_144,Exchange,0.8233,0.00166,18,12,2020-03-08 06:00:00
tx_1616,addr_356,Hodler,4.0911,0.00041,16,12,2020-03-08 07:00:00
tx_1617,addr_16,Hodler,0.1744,0.00947,5,17,2020-03-08 08:00:00
tx_1618,addr_354,Exchange,0.4743,0.00248,8,15,2020-03-08 09:00:00
tx_1619,addr_368,Miner,2.7924,0.00248,14,10,2020-03-08 10:00:00
tx_1620,addr_17,Miner,0.1053,0.00093,5,3,2020-03-08 11:00:00
tx_1621,addr_454,Hodler,1.3567,0.00929,8,12,2020-03-08 12:00:00
tx_1622,addr_316,Exchange,1.1672,0.00584,6,1,2020-03-08 13:00:00
tx_1623,addr_77,Miner,0.8141,0.0067,16,1,2020-03-08 14:00:00
tx_1624,addr_58,Exchange,1.0036,0.00912,4,10,2020-03-08 15:00:00
tx_1625,addr_188,Exchange,1.5098,0.00352,12,18,2020-03-08 16:00:00
tx_1626,addr_252,Exchange,0.352,0.00625,11,15,2020-03-08 17:00:00
tx_1627,addr_406,Mixer,1.6972,0.00048,3,2,2020-03-08 18:00:00
tx_1628,addr_374,Exchange,3.274,0.00195,12,17,2020-03-08 19:00:00
tx_1629,addr_95,Mixer,2.8556,0.00833,5,8,2020-03-08 20:00:00
tx_1630,addr_83,Hodler,0.3342,0.00769,6,9,2020-03-08 21:00:00
tx_1631,addr_219,Miner,0.3233,0.00357,19,11,2020-03-08 22:00:00
tx_1632,addr_180,Miner,0.6244,0.00383,18,6,2020-03-08 23:00:00
tx_1633,addr_97,Miner,0.8959,0.00538,16,14,2020-03-09 00:00:00
tx_1634,addr_272,Miner,1.05,0.0001,11,1,2020-03-09 01:00:00
tx_1635,addr_202,Miner,2.277,0.00249,5,7,2020-03-09 02:00:00
tx_1636,addr_408,Miner,0.1167,0.00216,9,9,2020-03-09 03:00:00
tx_1637,addr_432,Miner,0.0706,0.00258,3,11,2020-03-09 04:00:00
tx_1638,addr_175,Hodler,0.9949,0.00808,8,16,2020-03-09 05:00:00
tx_1639,addr_45,Exchange,2.3891,0.00287,6,19,2020-03-09 06:00:00
tx_1640,addr_477,Trader,0.4299,0.002,4,2,2020-03-09 07:00:00
tx_1641,addr_212,Mixer,2.0517,0.00509,12,15,2020-03-09 08:00:00
tx_1642,addr_264,Trader,0.6017,0.00867,12,3,2020-03-09 09:00:00
tx_1643,addr_411,Trader,4.3446,0.00249,16,4,2020-03-09 10:00:00
tx_1644,addr_9,Exchange,4.5208,0.00088,10,7,2020-03-09 11:00:00
tx_1645,addr_401,Exchange,0.7056,0.00363,14,12,2020-03-09 12:00:00
tx_1646,addr_197,Exchange,0.5227,0.0075,13,4,2020-03-09 13:00:00
tx_1647,addr_344,Miner,1.0597,0.00555,9,10,2020-03-09 14:00:00
tx_1648,addr_484,Hodler,0.5503,0.00819,7,6,2020-03-09 15:00:00
tx_1649,addr_38,Miner,2.2318,0.0096,12,14,2020-03-09 16:00:00
tx_1650,addr_267,Hodler,3.4981,0.00795,5,3,2020-03-09 17:00:00
tx_1651,addr_360,Hodler,2.2362,0.00608,18,17,2020-03-09 18:00:00
tx_1652,addr_177,Trader,3.4785,0.00498,4,11,2020-03-09 19:00:00
tx_1653,addr_123,Trader,1.0117,0.0005,2,10,2020-03-09 20:00:00
tx_1654,addr_283,Hodler,0.34,0.00984,3,10,2020-03-09 21:00:00
tx_1655,addr_178,Hodler,2.6784,0.0039,12,10,2020-03-09 22:00:00
tx_1656,addr_52,Miner,0.8941,0.00161,3,3,2020-03-09 23:00:00
tx_1657,addr_111,Miner,2.225,0.0067,4,15,2020-03-10 00:00:00
tx_1658,addr_250,Trader,0.6312,0.00291,6,17,2020-03-10 01:00:00
tx_1659,addr_426,Exchange,0.1694,0.0059,12,18,2020-03-10 02:00:00
tx_1660,addr_57,Hodler,9.8076,0.00591,19,19,2020-03-10 03:00:00
tx_1661,addr_204,Miner,0.3397,0.00451,10,19,2020-03-10 04:00:00
tx_1662,addr_479,Trader,8.9171,0.00838,1,12,2020-03-10 05:00:00
tx_1663,addr_133,Miner,7.569,0.00272,17,5,2020-03-10 06:00:00
tx_1664,addr_206,Hodler,3.158,0.00454,16,16,2020-03-10 07:00:00
tx_1665,addr_482,Hodler,2.1542,0.00542,9,15,2020-03-10 08:00:00
tx_1666,addr_402,Mixer,1.7246,0.00667,9,15,2020-03-10 09:00:00
tx_1667,addr_334,Exchange,4.0213,0.00786,9,6,2020-03-10 10:00:00
tx_1668,addr_437,Mixer,0.6834,0.00401,12,12,2020-03-10 11:00:00
tx_1669,addr_40,Trader,1.261,0.0065,9,2,2020-03-10 12:00:00
tx_1670,addr_272,Miner,1.932,0.00159,15,9,2020-03-10 13:00:00
tx_1671,addr_35,Trader,1.0593,0.00933,2,4,2020-03-10 14:00:00
tx_1672,addr_132,Hodler,1.1154,0.00389,11,5,2020-03-10 15:00:00
tx_1673,addr_99,Mixer,0.8018,0.00732,11,8,2020-03-10 16:00:00
tx_1674,addr_88,Mixer,1.6613,0.0003,8,10,2020-03-10 17:00:00
tx_1675,addr_334,Mixer,3.8019,0.00213,6,7,2020-03-10 18:00:00
tx_1676,addr_19,Trader,0.4501,0.00492,7,14,2020-03-10 19:00:00
tx_1677,addr_136,Hodler,5.4494,0.00879,3,5,2020-03-10 20:00:00
tx_1678,addr_227,Miner,2.3365,0.00532,8,16,2020-03-10 21:00:00
tx_1679,addr_375,Miner,3.4663,0.00931,18,15,2020-03-10 22:00:00
tx_1680,addr_271,Trader,1.6247,0.00489,17,5,2020-03-10 23:00:00
tx_1681,addr_367,Mixer,3.0239,0.00496,11,3,2020-03-11 00:00:00
tx_1682,addr_52,Exchange,0.0327,0.00129,2,10,2020-03-11 01:00:00
tx_1683,addr_321,Trader,3.4117,0.00805,19,5,2020-03-11 02:00:00
tx_1684,addr_486,Trader,0.0819,0.00254,7,15,2020-03-11 03:00:00
tx_1685,addr_254,Hodler,4.413,0.00901,18,18,2020-03-11 04:00:00
tx_1686,addr_348,Miner,9.6473,0.00912,8,8,2020-03-11 05:00:00
tx_1687,addr_232,Trader,0.6965,0.00944,14,2,2020-03-11 06:00:00
tx_1688,addr_19,Trader,0.4723,0.00525,7,8,2020-03-11 07:00:00
tx_1689,addr_306,Mixer,2.8994,0.0068,4,8,2020-03-11 08:00:00
tx_1690,addr_250,Mixer,0.5835,0.00781,17,4,2020-03-11 09:00:00
tx_1691,addr_485,Exchange,4.0133,0.0014,5,19,2020-03-11 10:00:00
tx_1692,addr_451,Hodler,0.217,0.00605,12,18,2020-03-11 11:00:00
tx_1693,addr_195,Exchange,0.2692,0.00044,9,1,2020-03-11 12:00:00
tx_1694,addr_250,Mixer,7.741,0.00503,13,15,2020-03-11 13:00:00
tx_1695,addr_490,Miner,2.2407,0.00163,18,18,2020-03-11 14:00:00
tx_1696,addr_464,Mixer,3.7532,0.00191,9,12,2020-03-11 15:00:00
tx_1697,addr_493,Hodler,0.7841,0.00371,4,1,2020-03-11 16:00:00
tx_1698,addr_189,Mixer,2.257,0.00438,8,7,2020-03-11 17:00:00
tx_1699,addr_369,Hodler,1.804,0.00627,1,19,2020-03-11 18:00:00
tx_1700,addr_43,Hodler,1.8484,0.00084,17,1,2020-03-11 19:00:00
tx_1701,addr_137,Hodler,2.2948,0.00509,9,7,2020-03-11 20:00:00
tx_1702,addr_493,Hodler,1.713,0.00191,13,2,2020-03-11 21:00:00
tx_1703,addr_22,Hodler,1.121,0.00578,2,7,2020-03-11 22:00:00
tx_1704,addr_441,Miner,0.6457,0.00641,13,19,2020-03-11 23:00:00
tx_1705,addr_429,Exchange,2.9271,0.00561,9,13,2020-03-12 00:00:00
tx_1706,addr_496,Trader,0.5131,0.00741,6,5,2020-03-12 01:00:00
tx_1707,addr_104,Exchange,2.3576,0.00342,1,19,2020-03-12 02:00:00
tx_1708,addr_412,Hodler,0.5314,0.00767,5,1,2020-03-12 03:00:00
tx_1709,addr_116,Miner,1.9634,0.00438,3,1,2020-03-12 04:00:00
tx_1710,addr_373,Mixer,2.7494,0.00489,4,18,2020-03-12 05:00:00
tx_1711,addr_120,Miner,0.4936,0.00652,1,1,2020-03-12 06:00:00
tx_1712,addr_429,Hodler,0.1236,0.00028,14,5,2020-03-12 07:00:00
tx_1713,addr_298,Miner,0.2808,0.00657,9,9,2020-03-12 08:00:00
tx_1714,addr_145,Miner,1.8628,0.00622,4,12,2020-03-12 09:00:00
tx_1715,addr_113,Hodler,3.7869,0.00317,18,9,2020-03-12 10:00:00
tx_1716,addr_315,Miner,0.0921,0.00095,14,18,2020-03-12 11:00:00
tx_1717,addr_135,Trader,2.6497,0.001,4,11,2020-03-12 12:00:00
tx_1718,addr_41,Trader,0.835,0.00924,10,1,2020-03-12 13:00:00
tx_1719,addr_424,Miner,1.3022,0.00692,3,19,2020-03-12 14:00:00
tx_1720,addr_311,Mixer,5.2862,0.00136,7,10,2020-03-12 15:00:00
tx_1721,addr_217,Hodler,0.8068,0.00363,10,2,2020-03-12 16:00:00
tx_1722,addr_302,Trader,1.2522,0.00597,13,7,2020-03-12 17:00:00
tx_1723,addr_443,Mixer,0.0276,0.00837,4,2,2020-03-12 18:00:00
tx_1724,addr_163,Miner,0.1702,0.00053,18,19,2020-03-12 19:00:00
tx_1725,addr_242,Mixer,0.5984,0.00244,11,6,2020-03-12 20:00:00
tx_1726,addr_396,Exchange,0.0565,0.00891,4,10,2020-03-12 21:00:00
tx_1727,addr_400,Trader,1.996,0.00019,14,9,2020-03-12 22:00:00
tx_1728,addr_302,Miner,1.1116,0.00209,18,8,2020-03-12 23:00:00
tx_1729,addr_238,Hodler,1.5888,0.00959,8,11,2020-03-13 00:00:00
tx_1730,addr_235,Miner,0.3839,0.00617,10,9,2020-03-13 01:00:00
tx_1731,addr_251,Hodler,0.7018,0.00269,5,9,2020-03-13 02:00:00
tx_1732,addr_413,Miner,2.1802,0.00076,7,8,2020-03-13 03:00:00
tx_1733,addr_160,Mixer,6.7222,0.00038,12,15,2020-03-13 04:00:00
tx_1734,addr_278,Mixer,0.1035,0.00252,3,2,2020-03-13 05:00:00
tx_1735,addr_483,Mixer,4.4215,0.00883,4,1,2020-03-13 06:00:00
tx_1736,addr_322,Exchange,1.7202,0.00422,10,9,2020-03-13 07:00:00
tx_1737,addr_419,Hodler,1.6599,0.00723,4,9,2020-03-13 08:00:00
tx_1738,addr_161,Mixer,1.3874,0.00919,15,13,2020-03-13 09:00:00
tx_1739,addr_463,Exchange,0.1438,0.00414,10,8,2020-03-13 10:00:00
tx_1740,addr_216,Hodler,0.1884,0.00199,16,5,2020-03-13 11:00:00
tx_1741,addr_459,Miner,1.8371,0.00522,15,3,2020-03-13 12:00:00
tx_1742,addr_354,Exchange,0.8339,0.00909,19,4,2020-03-13 13:00:00
tx_1743,addr_359,Trader,4.9843,0.00806,19,17,2020-03-13 14:00:00
tx_1744,addr_165,Exchange,1.0437,0.00075,18,16,2020-03-13 15:00:00
tx_1745,addr_118,Exchange,0.3093,0.00696,12,16,2020-03-13 16:00:00
tx_1746,addr_387,Hodler,2.5086,0.00576,16,3,2020-03-13 17:00:00
tx_1747,addr_314,Miner,0.6944,0.00908,1,6,2020-03-13 18:00:00
tx_1748,addr_472,Trader,1.4909,0.00131,16,1,2020-03-13 19:00:00
tx_1749,addr_385,Mixer,2.3935,0.00539,2,16,2020-03-13 20:00:00
tx_1750,addr_42,Mixer,4.6105,0.00881,15,15,2020-03-13 21:00:00
tx_1751,addr_374,Exchange,3.1423,0.00416,7,7,2020-03-13 22:00:00
tx_1752,addr_213,Hodler,2.2563,0.00487,1,2,2020-03-13 23:00:00
tx_1753,addr_386,Hodler,2.2766,0.0008,5,10,2020-03-14 00:00:00
tx_1754,addr_101,Mixer,5.8348,0.00285,10,15,2020-03-14 01:00:00
tx_1755,addr_325,Trader,0.7015,0.00331,4,6,2020-03-14 02:00:00
tx_1756,addr_420,Miner,0.0022,0.00946,14,2,2020-03-14 03:00:00
tx_1757,addr_466,Trader,0.6348,0.0029,13,17,2020-03-14 04:00:00
tx_1758,addr_143,Miner,0.4915,0.00466,1,1,2020-03-14 05:00:00
tx_1759,addr_348,Mixer,2.1684,0.00675,16,1,2020-03-14 06:00:00
tx_1760,addr_129,Miner,2.0087,0.00171,9,4,2020-03-14 07:00:00
tx_1761,addr_154,Hodler,1.8002,0.00492,16,16,2020-03-14 08:00:00
tx_1762,addr_70,Exchange,0.0328,0.00741,19,8,2020-03-14 09:00:00
tx_1763,addr_447,Exchange,2.6096,0.00868,15,1,2020-03-14 10:00:00
tx_1764,addr_265,Mixer,0.7817,0.0063,14,19,2020-03-14 11:00:00
tx_1765,addr_110,Hodler,2.1876,0.00672,10,11,2020-03-14 12:00:00
tx_1766,addr_277,Trader,1.6265,0.00135,12,17,2020-03-14 13:00:00
tx_1767,addr_395,Hodler,0.8393,0.00946,1,10,2020-03-14 14:00:00
tx_1768,addr_195,Exchange,0.2891,0.00141,17,12,2020-03-14 15:00:00
tx_1769,addr_446,Exchange,0.1984,0.00777,9,9,2020-03-14 16:00:00
tx_1770,addr_2,Hodler,3.5619,0.00272,19,7,2020-03-14 17:00:00
tx_1771,addr_410,Hodler,5.0118,0.00934,18,12,2020-03-14 18:00:00
tx_1772,addr_148,Exchange,2.0984,0.00723,7,15,2020-03-14 19:00:00
tx_1773,addr_50,Trader,0.2184,0.00756,9,8,2020-03-14 20:00:00
tx_1774,addr_86,Mixer,1.0284,0.00227,12,17,2020-03-14 21:00:00
tx_1775,addr_132,Mixer,2.6108,0.00449,7,5,2020-03-14 22:00:00
tx_1776,addr_351,Hodler,3.0266,0.00622,14,14,2020-03-14 23:00:00
tx_1777,addr_267,Mixer,0.2516,0.00772,15,2,2020-03-15 00:00:00
tx_1778,addr_418,Exchange,0.0001,0.00113,15,16,2020-03-15 01:00:00
tx_1779,addr_194,Exchange,2.4905,0.00963,6,17,2020-03-15 02:00:00
tx_1780,addr_439,Hodler,0.882,0.00891,14,3,2020-03-15 03:00:00
tx_1781,addr_77,Hodler,0.5874,0.00278,2,1,2020-03-15 04:00:00
tx_1782,addr_301,Hodler,0.026,0.00825,8,18,2020-03-15 05:00:00
tx_1783,addr_244,Trader,1.5544,0.00523,13,18,2020-03-15 06:00:00
tx_1784,addr_48,Mixer,3.8096,0.00467,6,4,2020-03-15 07:00:00
tx_1785,addr_322,Hodler,6.3227,0.00321,5,15,2020-03-15 08:00:00
tx_1786,addr_28,Miner,1.6682,0.00585,5,19,2020-03-15 09:00:00
tx_1787,addr_124,Miner,1.445,0.00733,1,19,2020-03-15 10:00:00
tx_1788,addr_236,Exchange,0.1778,0.00417,9,10,2020-03-15 11:00:00
tx_1789,addr_195,Mixer,1.592,0.00633,6,5,2020-03-15 12:00:00
tx_1790,addr_406,Hodler,0.956,0.00702,7,19,2020-03-15 13:00:00
tx_1791,addr_52,Miner,1.8686,0.00714,9,11,2020-03-15 14:00:00
tx_1792,addr_309,Mixer,0.9844,0.00061,5,7,2020-03-15 15:00:00
tx_1793,addr_130,Exchange,0.5497,0.00861,14,5,2020-03-15 16:00:00
tx_1794,addr_322,Trader,0.1996,0.00464,5,12,2020-03-15 17:00:00
tx_1795,addr_300,Mixer,0.7564,0.0027,8,19,2020-03-15 18:00:00
tx_1796,addr_439,Mixer,0.2033,0.00249,7,15,2020-03-15 19:00:00
tx_1797,addr_262,Trader,0.3893,0.00488,13,12,2020-03-15 20:00:00
tx_1798,addr_468,Mixer,8.738,0.00888,13,4,2020-03-15 21:00:00
tx_1799,addr_25,Exchange,1.1743,0.00385,8,12,2020-03-15 22:00:00
tx_1800,addr_410,Exchange,1.518,0.00752,11,18,2020-03-15 23:00:00
tx_1801,addr_112,Trader,4.1369,0.00106,18,17,2020-03-16 00:00:00
tx_1802,addr_422,Hodler,10.8382,0.00481,19,19,2020-03-16 01:00:00
tx_1803,addr_267,Miner,1.748,0.00992,6,16,2020-03-16 02:00:00
tx_1804,addr_254,Hodler,3.3477,0.00773,2,11,2020-03-16 03:00:00
tx_1805,addr_457,Mixer,0.7918,0.00218,13,2,2020-03-16 04:00:00
tx_1806,addr_71,Miner,0.7298,0.00506,11,16,2020-03-16 05:00:00
tx_1807,addr_415,Trader,1.0307,0.00241,1,1,2020-03-16 06:00:00
tx_1808,addr_454,Trader,2.2326,0.00415,2,17,2020-03-16 07:00:00
tx_1809,addr_155,Miner,2.2926,0.00782,17,18,2020-03-16 08:00:00
tx_1810,addr_496,Exchange,0.7574,0.00774,8,13,2020-03-16 09:00:00
tx_1811,addr_471,Miner,0.2859,0.00236,2,5,2020-03-16 10:00:00
tx_1812,addr_460,Mixer,2.0015,0.00923,6,6,2020-03-16 11:00:00
tx_1813,addr_499,Exchange,0.2747,0.00597,5,1,2020-03-16 12:00:00
tx_1814,addr_314,Trader,1.7278,0.00386,16,10,2020-03-16 13:00:00
tx_1815,addr_29,Miner,2.3646,0.00507,8,5,2020-03-16 14:00:00
tx_1816,addr_172,Hodler,2.412,0.00609,19,1,2020-03-16 15:00:00
tx_1817,addr_401,Hodler,2.8006,0.00564,16,11,2020-03-16 16:00:00
tx_1818,addr_390,Mixer,4.1249,0.00492,13,7,2020-03-16 17:00:00
tx_1819,addr_227,Hodler,1.3861,0.0051,7,18,2020-03-16 18:00:00
tx_1820,addr_143,Miner,2.6205,0.00185,16,10,2020-03-16 19:00:00
tx_1821,addr_310,Miner,1.9308,0.00815,16,15,2020-03-16 20:00:00
tx_1822,addr_356,Hodler,0.4132,0.00546,12,4,2020-03-16 21:00:00
tx_1823,addr_334,Miner,0.0521,0.0014,14,16,2020-03-16 22:00:00
tx_1824,addr_301,Mixer,0.6697,0.00768,18,15,2020-03-16 23:00:00
tx_1825,addr_123,Exchange,1.1705,0.00933,18,15,2020-03-17 00:00:00
tx_1826,addr_490,Mixer,1.92,0.00948,16,12,2020-03-17 01:00:00
tx_1827,addr_394,Mixer,3.7937,0.00375,16,8,2020-03-17 02:00:00
tx_1828,addr_111,Miner,0.4369,0.00144,13,8,2020-03-17 03:00:00
tx_1829,addr_249,Exchange,0.2683,0.00523,9,18,2020-03-17 04:00:00
tx_1830,addr_124,Miner,6.6198,0.00121,9,6,2020-03-17 05:00:00
tx_1831,addr_492,Trader,0.2287,0.00935,13,5,2020-03-17 06:00:00
tx_1832,addr_444,Miner,1.3021,0.00192,4,2,2020-03-17 07:00:00
tx_1833,addr_143,Miner,1.7617,0.0026,9,12,2020-03-17 08:00:00
tx_1834,addr_488,Miner,1.559,0.00413,15,4,2020-03-17 09:00:00
tx_1835,addr_320,Exchange,0.1799,0.00389,14,13,2020-03-17 10:00:00
tx_1836,addr_40,Miner,0.1174,0.00797,19,17,2020-03-17 11:00:00
tx_1837,addr_138,Exchange,0.2229,0.00462,12,16,2020-03-17 12:00:00
tx_1838,addr_101,Hodler,1.7618,0.00179,6,9,2020-03-17 13:00:00
tx_1839,addr_46,Trader,1.572,0.00275,3,1,2020-03-17 14:00:00
tx_1840,addr_236,Exchange,0.5325,0.00514,16,15,2020-03-17 15:00:00
tx_1841,addr_142,Hodler,2.031,0.00156,17,12,2020-03-17 16:00:00
tx_1842,addr_180,Exchange,3.4303,0.00616,16,5,2020-03-17 17:00:00
tx_1843,addr_224,Exchange,0.0849,0.0057,6,18,2020-03-17 18:00:00
tx_1844,addr_487,Trader,1.3788,0.00718,8,2,2020-03-17 19:00:00
tx_1845,addr_444,Mixer,2.3379,0.00938,19,4,2020-03-17 20:00:00
tx_1846,addr_444,Mixer,0.5815,0.00913,2,15,2020-03-17 21:00:00
tx_1847,addr_301,Exchange,0.7357,0.00947,14,6,2020-03-17 22:00:00
tx_1848,addr_49,Miner,1.902,0.00252,12,12,2020-03-17 23:00:00
tx_1849,addr_324,Hodler,4.5643,0.0014,17,18,2020-03-18 00:00:00
tx_1850,addr_20,Miner,3.3207,0.00309,15,4,2020-03-18 01:00:00
tx_1851,addr_137,Miner,1.75,0.00896,18,1,2020-03-18 02:00:00
tx_1852,addr_47,Exchange,2.6203,0.00972,16,15,2020-03-18 03:00:00
tx_1853,addr_497,Exchange,0.9077,0.00861,13,18,2020-03-18 04:00:00
